#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"svchost","0","404","2203425976320","9031680","14569472","13912","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.953125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4260","Microsoft.Win32.SafeHandles.SafeProcessHandle","404","1848",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13912","13912","14569472","14569472","90312","90312","15835136","15835136","19718144","19718144","116445184","2203434668032","True","Normal","14569472","14569472","00:00:00.2656250","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.9531250","00:00:00.6875000","107753472","2203425976320","False",,,,"9031680","9031680",,
"svchost","0","165","2203391729664","1212416","1757184","9544","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.015625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3844","Microsoft.Win32.SafeHandles.SafeProcessHandle","165","1856",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9544","9544","1757184","1757184","68840","68840","2428928","2428928","6967296","6967296","77701120","2203395923968","True","Normal","1757184","1757184","00:00:00.0156250","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","73506816","2203391729664","False",,,,"1212416","1212416",,
"svchost","0","167","2203396857856","2043904","1564672","7064","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4704","Microsoft.Win32.SafeHandles.SafeProcessHandle","167","1864",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7064","7064","1564672","1564672","62600","62600","1564672","1564672","5922816","5922816","79683584","2203397906432","True","Normal","1564672","1564672","00:00:00.0781250","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0468750","78635008","2203396857856","False",,,,"2043904","2043904",,
"svchost","0","151","2203404021760","3997696","1826816","9104","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.03125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3128","Microsoft.Win32.SafeHandles.SafeProcessHandle","151","1872",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9104","9104","1826816","1826816","106544","106544","2174976","2174976","11993088","11993088","88420352","2203406643200","True","Normal","1826816","1826816","00:00:00","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00.0312500","85798912","2203404021760","False",,,,"3997696","3997696",,
"svchost","0","266","2203409526784","3358720","2904064","13528","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.078125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3916","Microsoft.Win32.SafeHandles.SafeProcessHandle","266","1880",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13528","13528","2904064","2904064","109272","109272","3219456","3219456","12521472","12521472","93401088","2203411623936","True","Normal","2904064","2904064","00:00:00","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00.0781250","91303936","2203409526784","False",,,,"3358720","3358720",,
"svchost","0","169","2203398275072","3731456","2002944","8888","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.015625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2748","Microsoft.Win32.SafeHandles.SafeProcessHandle","169","1888",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8888","8888","2002944","2002944","78392","78392","2342912","2342912","8085504","8085504","85819392","2203404042240","True","Normal","2002944","2002944","00:00:00.0156250","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","80052224","2203398275072","False",,,,"3731456","3731456",,
"svchost","0","225","2203402768384","630784","2252800","14888","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.03125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2320","Microsoft.Win32.SafeHandles.SafeProcessHandle","225","2080",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14888","14888","2252800","2252800","94336","94336","2834432","2834432","9949184","9949184","90329088","2203408551936","True","Normal","2252800","2252800","00:00:00","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00.0312500","84545536","2203402768384","False",,,,"630784","630784",,
"svchost","0","174","2203446759424","3231744","2129920","13536","C:\Windows\system32\svchost.exe","Microsoft Corporation","1.125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3504","Microsoft.Win32.SafeHandles.SafeProcessHandle","174","2212",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13536","13536","2129920","2129920","129744","129744","8151040","8151040","29511680","29511680","318808064","2203637030912","True","Normal","2129920","2129920","00:00:00.4218750","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.1250000","00:00:00.7031250","128536576","2203446759424","False",,,,"3231744","3231744",,
"svchost","0","193","2203397894144","1413120","1937408","9768","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.234375","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2824","Microsoft.Win32.SafeHandles.SafeProcessHandle","193","2220",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9768","9768","1937408","1937408","89384","89384","2375680","2375680","8110080","8110080","85438464","2203403661312","True","Normal","1937408","1937408","00:00:00.2031250","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2343750","00:00:00.0312500","79671296","2203397894144","False",,,,"1413120","1413120",,
"svchost","0","165","2203393196032","6709248","1683456","8352","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.03125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3416","Microsoft.Win32.SafeHandles.SafeProcessHandle","165","2244",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8352","8352","1683456","1683456","74120","74120","1978368","1978368","6844416","6844416","80596992","2203398819840","True","Normal","1683456","1683456","00:00:00.0156250","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 7:26:22 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00.0156250","74973184","2203393196032","False",,,,"6709248","6709248",,
"svchost","0","156","2203394195456","1503232","1789952","11352","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.015625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3768","Microsoft.Win32.SafeHandles.SafeProcessHandle","156","2368",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11352","11352","1789952","1789952","75496","75496","2125824","2125824","7335936","7335936","78610432","2203396833280","True","Normal","1789952","1789952","00:00:00.0156250","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","75972608","2203394195456","False",,,,"1503232","1503232",,
"svchost","0","145","2203391823872","2695168","5111808","25720","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.109375","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3528","Microsoft.Win32.SafeHandles.SafeProcessHandle","145","2424",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25720","25720","5111808","5111808","60960","60960","5230592","5230592","9289728","9289728","77271040","2203395493888","True","Normal","5111808","5111808","00:00:00.0312500","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1093750","00:00:00.0781250","73601024","2203391823872","False",,,,"2695168","2695168",,
"svchost","0","228","2203407368192","2240512","2564096","8152","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.34375","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4080","Microsoft.Win32.SafeHandles.SafeProcessHandle","228","2444",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8152","8152","2564096","2564096","103136","103136","2785280","2785280","8114176","8114176","94920704","2203413143552","True","Normal","2564096","2564096","00:00:00.2343750","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3437500","00:00:00.1093750","89145344","2203407368192","False",,,,"2240512","2240512",,
"svchost","0","216","2203392884736","3330048","2170880","9536","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.5","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3176","Microsoft.Win32.SafeHandles.SafeProcessHandle","216","2468",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9536","9536","2170880","2170880","73104","73104","2666496","2666496","7897088","7897088","80429056","2203398651904","True","Normal","2170880","2170880","00:00:00.2187500","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5000000","00:00:00.2812500","74661888","2203392884736","False",,,,"3330048","3330048",,
"svchost","0","364","2203422138368","5623808","4636672","15608","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.15625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4196","Microsoft.Win32.SafeHandles.SafeProcessHandle","364","2536",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15608","15608","4636672","4636672","102408","102408","7966720","7966720","11759616","11759616","119848960","2203438071808","True","Normal","4636672","4636672","00:00:00.1406250","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1562500","00:00:00.0156250","103915520","2203422138368","False",,,,"5623808","5623808",,
"svchost","0","227","2203404013568","4403200","3264512","14728","C:\Windows\system32\svchost.exe","Microsoft Corporation","2.375","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2692","Microsoft.Win32.SafeHandles.SafeProcessHandle","227","2572",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14728","14728","3264512","3264512","89128","89128","3661824","3661824","8642560","8642560","92090368","2203410313216","True","Normal","3264512","3264512","00:00:01.1562500","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.3750000","00:00:01.2187500","85790720","2203404013568","False",,,,"4403200","4403200",,
"svchost","0","409","2203401068544","4587520","2875392","10360","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.265625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3548","Microsoft.Win32.SafeHandles.SafeProcessHandle","409","2648",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10360","10360","2875392","2875392","96544","96544","3059712","3059712","8654848","8654848","87048192","2203405271040","True","Normal","2875392","2875392","00:00:00.1250000","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2656250","00:00:00.1406250","82845696","2203401068544","False",,,,"4587520","4587520",,
"svchost","0","353","2203413815296","7225344","3035136","12888","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.140625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4484","Microsoft.Win32.SafeHandles.SafeProcessHandle","353","2748",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12888","12888","3035136","3035136","118120","118120","3416064","3416064","12394496","12394496","98652160","2203416875008","True","Normal","3035136","3035136","00:00:00.1250000","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00.0156250","95592448","2203413815296","False",,,,"7225344","7225344",,
"svchost","0","450","2203420807168","4218880","3534848","20688","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.921875","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4900","Microsoft.Win32.SafeHandles.SafeProcessHandle","450","2792",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20688","20688","3534848","3534848","142696","142696","4218880","4218880","13295616","13295616","109936640","2203428159488","True","Normal","3534848","3534848","00:00:00.3593750","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.9218750","00:00:00.5625000","102584320","2203420807168","False",,,,"4218880","4218880",,
"svchost","0","143","2203390218240","983040","1789952","11232","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.09375","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3992","Microsoft.Win32.SafeHandles.SafeProcessHandle","143","2800",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11232","11232","1789952","1789952","68088","68088","1880064","1880064","6750208","6750208","74616832","2203392839680","True","Normal","1789952","1789952","00:00:00.0312500","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0625000","71995392","2203390218240","False",,,,"983040","983040",,
"svchost","1","317","2203460059136","10276864","7798784","15536","C:\Windows\system32\svchost.exe","Microsoft Corporation","1.046875","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"1740","Microsoft.Win32.SafeHandles.SafeProcessHandle","317","2916",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15536","15536","7798784","7798784","193536","193536","8978432","8978432","21479424","21479424","146038784","2203464261632","True","Normal","7798784","7798784","00:00:00.1406250","svchost","63","True","1","System.Diagnostics.ProcessStartInfo","8/26/2021 11:18:38 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.0468750","00:00:00.9062500","141836288","2203460059136","False",,,,"10276864","10276864",,
"svchost","0","166","2203402264576","8445952","5378048","8696","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.84375","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"1700","Microsoft.Win32.SafeHandles.SafeProcessHandle","166","2944",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8696","8696","5378048","5378048","81368","81368","6021120","6021120","13791232","13791232","93335552","2203411558400","True","Normal","5378048","5378048","00:00:00.1093750","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.8437500","00:00:00.7343750","84041728","2203402264576","False",,,,"8445952","8445952",,
"svchost","0","412","2203426344960","8306688","9297920","31768","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.53125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3324","Microsoft.Win32.SafeHandles.SafeProcessHandle","412","2952",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","31768","31768","9297920","9297920","118136","118136","12296192","12296192","21708800","21708800","118865920","2203437088768","True","Normal","9297920","9297920","00:00:00.3281250","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5312500","00:00:00.2031250","108122112","2203426344960","False",,,,"8306688","8306688",,
"svchost","0","177","2203394375680","3440640","2101248","9152","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.34375","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3556","Microsoft.Win32.SafeHandles.SafeProcessHandle","177","2980",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9152","9152","2101248","2101248","78848","78848","3166208","3166208","7647232","7647232","80510976","2203398733824","True","Normal","2101248","2101248","00:00:00.1562500","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3437500","00:00:00.1875000","76152832","2203394375680","False",,,,"3440640","3440640",,
"svchost","0","405","2203428003840","4128768","5124096","20552","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.71875","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3888","Microsoft.Win32.SafeHandles.SafeProcessHandle","405","3160",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20552","20552","5124096","5124096","129672","129672","7925760","7925760","15945728","15945728","112877568","2203431100416","True","Normal","5124096","5124096","00:00:00.3906250","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:18 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7187500","00:00:00.3281250","109780992","2203428003840","False",,,,"4128768","4128768",,
"svchost","0","352","2203441500160","8597504","3145728","25976","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.140625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4908","Microsoft.Win32.SafeHandles.SafeProcessHandle","352","3208",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25976","25976","3145728","3145728","176960","176960","5537792","5537792","12955648","12955648","128004096","2203446226944","True","Normal","3145728","3145728","00:00:00.0781250","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:18 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00.0625000","123277312","2203441500160","False",,,,"8597504","8597504",,
"svchost","0","189","2203400306688","2871296","2121728","10944","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.296875","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4772","Microsoft.Win32.SafeHandles.SafeProcessHandle","189","3456",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10944","10944","2121728","2121728","84560","84560","2293760","2293760","8445952","8445952","84185088","2203402407936","True","Normal","2121728","2121728","00:00:00.1562500","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:18 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2968750","00:00:00.1406250","82083840","2203400306688","False",,,,"2871296","2871296",,
"svchost","0","237","2203399000064","2514944","2322432","15024","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.03125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5044","Microsoft.Win32.SafeHandles.SafeProcessHandle","237","4028",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15024","15024","2322432","2322432","89416","89416","3969024","3969024","8544256","8544256","107515904","2203425738752","True","Normal","2322432","2322432","00:00:00","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:20 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00.0312500","80777216","2203399000064","False",,,,"2514944","2514944",,
"svchost","0","416","2203539775488","9707520","9388032","23392","C:\Windows\system32\svchost.exe","Microsoft Corporation","2.015625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4136","Microsoft.Win32.SafeHandles.SafeProcessHandle","416","4188",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","23392","23392","9388032","9388032","110024","110024","93904896","93904896","100462592","100462592","247332864","2203565555712","True","Normal","9388032","9388032","00:00:00.7500000","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:21 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.0156250","00:00:01.2656250","221552640","2203539775488","False",,,,"9707520","9707520",,
"svchost","1","265","2203467956224","8585216","3100672","13184","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.0625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3876","Microsoft.Win32.SafeHandles.SafeProcessHandle","265","4236",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13184","13184","3100672","3100672","205352","205352","3100672","3100672","15507456","15507456","149749760","2203467972608","True","Normal","3100672","3100672","00:00:00.0312500","svchost","63","True","1","System.Diagnostics.ProcessStartInfo","8/26/2021 11:18:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0312500","149733376","2203467956224","False",,,,"8585216","8585216",,
"svchost","0","473","2203406569472","2281472","3477504","17760","C:\Windows\System32\svchost.exe","Microsoft Corporation","0.140625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3448","Microsoft.Win32.SafeHandles.SafeProcessHandle","473","4264",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17760","17760","3477504","3477504","122480","122480","4804608","4804608","12550144","12550144","104919040","2203423141888","True","Normal","3477504","3477504","00:00:00.0937500","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:21 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00.0468750","88346624","2203406569472","False",,,,"2281472","2281472",,
"svchost","0","256","2203484962816","7847936","3809280","27760","C:\Windows\system32\svchost.exe","Microsoft Corporation","0.328125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3092","Microsoft.Win32.SafeHandles.SafeProcessHandle","256","4292",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","27760","27760","3809280","3809280","124864","124864","5414912","5414912","14962688","14962688","174788608","2203493011456","True","Normal","3809280","3809280","00:00:00.2031250","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:21 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3281250","00:00:00.1250000","166739968","2203484962816","False",,,,"7847936","7847936",,
"svchost","0","329","2203600613376","20058112","31985664","19952","C:\Windows\System32\svchost.exe","Microsoft Corporation","2.671875","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4120","Microsoft.Win32.SafeHandles.SafeProcessHandle","329","4312",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19952","19952","31985664","31985664","124040","124040","190210048","190210048","169275392","169275392","384049152","2203702272000","True","Normal","31985664","31985664","00:00:01.1093750","svchost","63","True","0","System.Diagnostics.ProcessStartInfo","8/26/2021 10:55:21 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.6718750","00:00:01.5625000","282390528","2203600613376","False",,,,"20058112","20058112",,
